GEO_ID,B19037G_001E,B19037G_001M,B19037G_002E,B19037G_002M,B19037G_003E,B19037G_003M,B19037G_004E,B19037G_004M,B19037G_005E,B19037G_005M,B19037G_006E,B19037G_006M,B19037G_007E,B19037G_007M,B19037G_008E,B19037G_008M,B19037G_009E,B19037G_009M,B19037G_010E,B19037G_010M,B19037G_011E,B19037G_011M,B19037G_012E,B19037G_012M,B19037G_013E,B19037G_013M,B19037G_014E,B19037G_014M,B19037G_015E,B19037G_015M,B19037G_016E,B19037G_016M,B19037G_017E,B19037G_017M,B19037G_018E,B19037G_018M,B19037G_019E,B19037G_019M,B19037G_020E,B19037G_020M,B19037G_021E,B19037G_021M,B19037G_022E,B19037G_022M,B19037G_023E,B19037G_023M,B19037G_024E,B19037G_024M,B19037G_025E,B19037G_025M,B19037G_026E,B19037G_026M,B19037G_027E,B19037G_027M,B19037G_028E,B19037G_028M,B19037G_029E,B19037G_029M,B19037G_030E,B19037G_030M,B19037G_031E,B19037G_031M,B19037G_032E,B19037G_032M,B19037G_033E,B19037G_033M,B19037G_034E,B19037G_034M,B19037G_035E,B19037G_035M,B19037G_036E,B19037G_036M,B19037G_037E,B19037G_037M,B19037G_038E,B19037G_038M,B19037G_039E,B19037G_039M,B19037G_040E,B19037G_040M,B19037G_041E,B19037G_041M,B19037G_042E,B19037G_042M,B19037G_043E,B19037G_043M,B19037G_044E,B19037G_044M,B19037G_045E,B19037G_045M,B19037G_046E,B19037G_046M,B19037G_047E,B19037G_047M,B19037G_048E,B19037G_048M,B19037G_049E,B19037G_049M,B19037G_050E,B19037G_050M,B19037G_051E,B19037G_051M,B19037G_052E,B19037G_052M,B19037G_053E,B19037G_053M,B19037G_054E,B19037G_054M,B19037G_055E,B19037G_055M,B19037G_056E,B19037G_056M,B19037G_057E,B19037G_057M,B19037G_058E,B19037G_058M,B19037G_059E,B19037G_059M,B19037G_060E,B19037G_060M,B19037G_061E,B19037G_061M,B19037G_062E,B19037G_062M,B19037G_063E,B19037G_063M,B19037G_064E,B19037G_064M,B19037G_065E,B19037G_065M,B19037G_066E,B19037G_066M,B19037G_067E,B19037G_067M,B19037G_068E,B19037G_068M,B19037G_069E,B19037G_069M,NAME,B19037G_001EA,B19037G_001MA,B19037G_002EA,B19037G_002MA,B19037G_003EA,B19037G_003MA,B19037G_004EA,B19037G_004MA,B19037G_005MA,B19037G_005EA,B19037G_006EA,B19037G_006MA,B19037G_007EA,B19037G_007MA,B19037G_008EA,B19037G_008MA,B19037G_009EA,B19037G_009MA,B19037G_010MA,B19037G_010EA,B19037G_011EA,B19037G_011MA,B19037G_012EA,B19037G_012MA,B19037G_013EA,B19037G_013MA,B19037G_014EA,B19037G_014MA,B19037G_015MA,B19037G_015EA,B19037G_016MA,B19037G_016EA,B19037G_017EA,B19037G_017MA,B19037G_018EA,B19037G_018MA,B19037G_019EA,B19037G_019MA,B19037G_020MA,B19037G_020EA,B19037G_021MA,B19037G_021EA,B19037G_022EA,B19037G_022MA,B19037G_023EA,B19037G_023MA,B19037G_024EA,B19037G_024MA,B19037G_025MA,B19037G_025EA,B19037G_026MA,B19037G_026EA,B19037G_027MA,B19037G_027EA,B19037G_028EA,B19037G_028MA,B19037G_029EA,B19037G_029MA,B19037G_030EA,B19037G_030MA,B19037G_031MA,B19037G_031EA,B19037G_032MA,B19037G_032EA,B19037G_033EA,B19037G_033MA,B19037G_034EA,B19037G_034MA,B19037G_035EA,B19037G_035MA,B19037G_036EA,B19037G_036MA,B19037G_037EA,B19037G_037MA,B19037G_038MA,B19037G_038EA,B19037G_039MA,B19037G_039EA,B19037G_040EA,B19037G_040MA,B19037G_041EA,B19037G_041MA,B19037G_042EA,B19037G_042MA,B19037G_043EA,B19037G_043MA,B19037G_044MA,B19037G_044EA,B19037G_045EA,B19037G_045MA,B19037G_046EA,B19037G_046MA,B19037G_047EA,B19037G_047MA,B19037G_048EA,B19037G_048MA,B19037G_049MA,B19037G_049EA,B19037G_050EA,B19037G_050MA,B19037G_051EA,B19037G_051MA,B19037G_052EA,B19037G_052MA,B19037G_053EA,B19037G_053MA,B19037G_054EA,B19037G_054MA,B19037G_055EA,B19037G_055MA,B19037G_056EA,B19037G_056MA,B19037G_057EA,B19037G_057MA,B19037G_058EA,B19037G_058MA,B19037G_059EA,B19037G_059MA,B19037G_060MA,B19037G_060EA,B19037G_061EA,B19037G_061MA,B19037G_062EA,B19037G_062MA,B19037G_063EA,B19037G_063MA,B19037G_064EA,B19037G_064MA,B19037G_065MA,B19037G_065EA,B19037G_066EA,B19037G_066MA,B19037G_067EA,B19037G_067MA,B19037G_068EA,B19037G_068MA,B19037G_069EA,B19037G_069MA,state
0400000US01,23592,2290,1010,440,144,131,72,81,0,192,84,109,16,28,221,276,88,109,186,205,10,20,97,136,61,116,31,60,0,192,0,192,0,192,0,192,9699,1866,775,373,488,320,580,443,302,234,835,559,645,479,606,548,859,525,134,143,721,439,1141,640,943,516,607,314,492,403,264,216,307,380,9105,1364,672,364,1387,652,866,519,384,363,652,494,233,151,580,458,463,302,198,141,619,425,563,315,1150,586,385,285,453,312,367,291,133,97,3778,916,246,199,644,384,465,295,474,299,247,151,227,217,95,163,121,107,43,35,240,193,653,429,114,121,121,114,7,12,0,192,81,139,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,49645,3723,3860,978,1372,601,248,214,428,411,414,255,65,105,710,495,130,170,273,232,73,122,26,46,0,201,65,67,56,77,0,201,0,201,0,201,24106,2658,1324,476,1006,562,987,573,1375,743,889,491,801,431,1456,591,1483,678,1372,556,2580,685,2810,855,3627,894,1515,598,1579,741,647,409,655,434,15527,2143,1129,515,1603,816,1077,481,802,516,772,505,1264,576,816,479,542,353,620,375,701,343,1258,587,1928,675,1525,721,456,322,502,364,532,304,6152,1073,251,208,585,304,973,417,319,166,431,365,332,257,281,214,429,311,224,240,827,394,427,261,509,364,348,249,161,188,55,87,0,201,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,396677,8902,21542,2608,3816,936,2153,889,1971,727,1791,740,1370,834,1467,662,1035,538,873,383,740,330,1482,663,1629,644,1339,578,963,796,215,199,273,258,425,333,179322,6954,9913,1771,5743,1408,6331,1245,6565,1326,6134,1215,6833,1325,6178,1211,7617,1324,5516,1183,13525,2090,19822,2162,25458,2693,18654,2471,13459,1772,14023,1872,13551,1612,141928,5476,7370,1185,6598,1167,4726,1108,6923,1361,5147,1151,4957,943,4090,778,6379,1539,4622,887,10630,2063,12965,1605,19180,2264,12616,1569,9921,1384,10997,1443,14807,1762,53885,3385,4152,898,5050,1015,4683,1316,2697,776,2820,698,3882,858,2461,657,2808,718,1795,820,4093,871,4858,910,5249,875,3649,878,1828,544,2497,709,1363,489,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,41962,3015,3816,1105,610,483,181,192,361,289,204,210,395,350,303,266,114,118,373,304,458,436,510,406,27,50,44,74,206,258,30,50,0,193,0,193,20702,2247,1739,687,596,387,342,286,867,577,644,458,878,553,1041,547,622,376,404,231,1148,619,2000,794,4327,1126,2415,712,1459,599,1332,578,888,430,13363,1641,662,329,707,401,744,433,464,324,422,263,373,239,384,255,190,206,465,327,1685,869,1609,588,1986,726,1478,626,443,280,1016,422,735,351,4081,922,394,316,475,322,307,205,382,225,188,155,78,122,324,278,156,125,167,156,350,227,469,388,165,140,213,224,181,150,96,132,136,111,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,23119,2658,1235,612,197,194,182,219,33,57,179,233,0,198,78,137,79,135,0,198,57,90,0,198,217,240,75,116,138,242,0,198,0,198,0,198,13160,1945,1071,645,380,302,768,559,1121,631,223,225,342,295,204,154,859,690,299,288,1606,942,1390,649,1246,670,1319,706,969,537,1043,531,320,256,6261,1143,509,371,78,74,414,241,283,232,127,156,105,128,414,321,585,362,466,330,425,278,413,310,796,374,440,230,374,287,505,354,327,219,2463,842,604,467,366,285,274,342,174,171,81,70,98,162,137,151,101,123,0,198,261,194,108,118,0,198,39,64,171,282,0,198,49,68,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,118853,6758,5341,1144,521,242,659,520,455,303,774,535,302,303,537,344,521,390,289,320,434,286,516,365,37,62,139,125,88,154,0,217,0,217,69,103,52928,4802,3042,934,1477,646,2087,755,2792,1096,3624,1066,3346,1155,3111,1008,2786,1103,2619,890,6383,1515,5255,1414,7280,1548,3392,1003,1622,736,1111,435,3001,1424,41388,3339,3115,1266,3152,810,2390,806,2354,791,1231,534,2383,832,1454,592,2025,724,1549,544,2051,606,4457,940,5438,1142,3320,1079,1773,692,2933,864,1763,634,19196,2110,2032,657,1305,500,1528,616,1993,723,1341,517,1343,573,1380,511,1147,484,773,463,1400,734,1754,552,1283,496,917,406,340,225,196,184,464,318,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
