GEO_ID,B23002G_001E,B23002G_001M,B23002G_002E,B23002G_002M,B23002G_003E,B23002G_003M,B23002G_004E,B23002G_004M,B23002G_005E,B23002G_005M,B23002G_006E,B23002G_006M,B23002G_007E,B23002G_007M,B23002G_008E,B23002G_008M,B23002G_009E,B23002G_009M,B23002G_010E,B23002G_010M,B23002G_011E,B23002G_011M,B23002G_012E,B23002G_012M,B23002G_013E,B23002G_013M,B23002G_014E,B23002G_014M,B23002G_015E,B23002G_015M,B23002G_016E,B23002G_016M,B23002G_017E,B23002G_017M,B23002G_018E,B23002G_018M,B23002G_019E,B23002G_019M,B23002G_020E,B23002G_020M,B23002G_021E,B23002G_021M,B23002G_022E,B23002G_022M,B23002G_023E,B23002G_023M,B23002G_024E,B23002G_024M,B23002G_025E,B23002G_025M,B23002G_026E,B23002G_026M,B23002G_027E,B23002G_027M,B23002G_028E,B23002G_028M,B23002G_029E,B23002G_029M,B23002G_030E,B23002G_030M,B23002G_031E,B23002G_031M,B23002G_032E,B23002G_032M,B23002G_033E,B23002G_033M,B23002G_034E,B23002G_034M,B23002G_035E,B23002G_035M,B23002G_036E,B23002G_036M,B23002G_037E,B23002G_037M,B23002G_038E,B23002G_038M,B23002G_039E,B23002G_039M,B23002G_040E,B23002G_040M,B23002G_041E,B23002G_041M,B23002G_042E,B23002G_042M,B23002G_043E,B23002G_043M,B23002G_044E,B23002G_044M,B23002G_045E,B23002G_045M,B23002G_046E,B23002G_046M,B23002G_047E,B23002G_047M,B23002G_048E,B23002G_048M,B23002G_049E,B23002G_049M,B23002G_050E,B23002G_050M,B23002G_051E,B23002G_051M,B23002G_052E,B23002G_052M,B23002G_053E,B23002G_053M,B23002G_054E,B23002G_054M,B23002G_055E,B23002G_055M,B23002G_056E,B23002G_056M,B23002G_057E,B23002G_057M,B23002G_058E,B23002G_058M,B23002G_059E,B23002G_059M,B23002G_060E,B23002G_060M,B23002G_061E,B23002G_061M,B23002G_062E,B23002G_062M,B23002G_063E,B23002G_063M,B23002G_064E,B23002G_064M,B23002G_065E,B23002G_065M,B23002G_066E,B23002G_066M,B23002G_067E,B23002G_067M,B23002G_068E,B23002G_068M,B23002G_069E,B23002G_069M,B23002G_070E,B23002G_070M,B23002G_071E,B23002G_071M,B23002G_072E,B23002G_072M,B23002G_073E,B23002G_073M,B23002G_074E,B23002G_074M,B23002G_075E,B23002G_075M,B23002G_076E,B23002G_076M,B23002G_077E,B23002G_077M,B23002G_078E,B23002G_078M,B23002G_079E,B23002G_079M,NAME,B23002G_001MA,B23002G_001EA,B23002G_002EA,B23002G_002MA,B23002G_003EA,B23002G_003MA,B23002G_004MA,B23002G_004EA,B23002G_005MA,B23002G_005EA,B23002G_006MA,B23002G_006EA,B23002G_007EA,B23002G_007MA,B23002G_008EA,B23002G_008MA,B23002G_009MA,B23002G_009EA,B23002G_010MA,B23002G_010EA,B23002G_011MA,B23002G_011EA,B23002G_012MA,B23002G_012EA,B23002G_013EA,B23002G_013MA,B23002G_014EA,B23002G_014MA,B23002G_015MA,B23002G_015EA,B23002G_016MA,B23002G_016EA,B23002G_017MA,B23002G_017EA,B23002G_018EA,B23002G_018MA,B23002G_019EA,B23002G_019MA,B23002G_020MA,B23002G_020EA,B23002G_021EA,B23002G_021MA,B23002G_022EA,B23002G_022MA,B23002G_023EA,B23002G_023MA,B23002G_024EA,B23002G_024MA,B23002G_025MA,B23002G_025EA,B23002G_026MA,B23002G_026EA,B23002G_027EA,B23002G_027MA,B23002G_028EA,B23002G_028MA,B23002G_029EA,B23002G_029MA,B23002G_030EA,B23002G_030MA,B23002G_031MA,B23002G_031EA,B23002G_032EA,B23002G_032MA,B23002G_033MA,B23002G_033EA,B23002G_034EA,B23002G_034MA,B23002G_035EA,B23002G_035MA,B23002G_036MA,B23002G_036EA,B23002G_037MA,B23002G_037EA,B23002G_038MA,B23002G_038EA,B23002G_039EA,B23002G_039MA,B23002G_040EA,B23002G_040MA,B23002G_041EA,B23002G_041MA,B23002G_042MA,B23002G_042EA,B23002G_043MA,B23002G_043EA,B23002G_044MA,B23002G_044EA,B23002G_045EA,B23002G_045MA,B23002G_046EA,B23002G_046MA,B23002G_047MA,B23002G_047EA,B23002G_048MA,B23002G_048EA,B23002G_049MA,B23002G_049EA,B23002G_050EA,B23002G_050MA,B23002G_051EA,B23002G_051MA,B23002G_052EA,B23002G_052MA,B23002G_053MA,B23002G_053EA,B23002G_054MA,B23002G_054EA,B23002G_055MA,B23002G_055EA,B23002G_056EA,B23002G_056MA,B23002G_057EA,B23002G_057MA,B23002G_058EA,B23002G_058MA,B23002G_059MA,B23002G_059EA,B23002G_060MA,B23002G_060EA,B23002G_061EA,B23002G_061MA,B23002G_062EA,B23002G_062MA,B23002G_063EA,B23002G_063MA,B23002G_064MA,B23002G_064EA,B23002G_065MA,B23002G_065EA,B23002G_066MA,B23002G_066EA,B23002G_067MA,B23002G_067EA,B23002G_068EA,B23002G_068MA,B23002G_069MA,B23002G_069EA,B23002G_070MA,B23002G_070EA,B23002G_071EA,B23002G_071MA,B23002G_072MA,B23002G_072EA,B23002G_073EA,B23002G_073MA,B23002G_074EA,B23002G_074MA,B23002G_075MA,B23002G_075EA,B23002G_076EA,B23002G_076MA,B23002G_077EA,B23002G_077MA,B23002G_078EA,B23002G_078MA,B23002G_079EA,B23002G_079MA,state
0400000US01,53619,4394,26758,2989,4565,1378,1540,815,0,192,1540,815,859,591,681,564,3025,1047,3631,982,2659,839,25,55,2634,839,2119,832,515,372,972,602,13153,1841,10229,1448,109,124,10120,1451,9314,1553,806,558,2924,910,3726,1139,2020,754,35,63,1985,752,1887,741,98,121,1706,932,854,349,144,144,144,144,0,192,710,326,829,396,248,196,248,196,0,192,581,352,26861,2484,3751,1092,1323,680,0,192,1323,680,981,590,342,260,2428,836,2637,1013,1980,986,0,192,1980,986,1855,966,125,185,657,372,13634,1767,9416,1487,10,20,9406,1489,7808,1438,1598,672,4218,1089,3259,795,1687,572,0,192,1687,572,1486,532,201,190,1572,589,1038,382,92,99,92,99,0,192,946,381,2542,731,256,219,256,219,0,192,2286,698,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,36913,2726,18906,1900,2293,626,1217,501,0,149,1217,501,900,475,317,209,1076,393,4029,996,3505,939,364,225,3141,876,2821,862,320,235,524,318,9959,1245,7955,1114,274,251,7681,1087,6036,922,1645,649,2004,533,1605,409,717,297,0,149,717,297,681,293,36,53,888,337,328,202,38,56,38,56,0,149,290,194,692,326,42,67,42,67,0,149,650,302,18007,1708,2355,599,850,354,0,149,850,354,663,334,187,209,1505,602,3206,821,2707,821,0,149,2707,821,2112,749,595,533,499,248,9950,1189,6960,1219,377,436,6583,1155,6278,1163,305,174,2990,887,1219,462,834,433,0,149,834,433,760,430,74,126,385,206,448,263,32,44,32,44,0,149,416,271,829,360,0,149,0,149,0,149,829,360,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,125261,7303,61381,4473,10613,1570,4830,1112,8,15,4822,1112,3102,801,1720,773,5783,1140,6815,1498,5206,1175,196,212,5010,1177,3659,1028,1351,677,1609,826,32212,3064,25980,3033,355,294,25625,3013,24027,2846,1598,712,6232,1324,6750,1242,4561,1188,0,201,4561,1188,4173,1144,388,424,2189,831,2196,806,938,540,864,531,74,121,1258,560,2795,794,424,284,352,259,72,105,2371,761,63880,4246,9526,1536,3739,877,0,201,3739,877,3214,834,525,408,5787,1236,10260,1708,7352,1567,50,81,7302,1567,6248,1492,1054,548,2908,829,33334,2985,25232,2782,0,201,25232,2782,23680,2629,1552,678,8102,1262,5452,1180,2256,752,0,201,2256,752,2104,765,152,200,3196,821,1794,587,633,404,633,404,0,201,1161,410,3514,930,133,140,93,125,40,64,3381,903,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,35480,4045,18266,2386,2869,802,912,557,0,190,912,557,397,298,515,444,1957,704,2372,844,1814,651,143,234,1671,619,1396,574,275,225,558,408,8959,1510,7059,1109,100,136,6959,1090,6921,1096,38,69,1900,876,1859,570,837,421,0,190,837,421,837,421,0,190,1022,462,767,385,138,147,138,147,0,190,629,335,1440,487,59,92,59,92,0,190,1381,475,17214,2637,2004,840,917,516,0,190,917,516,842,511,75,145,1087,625,2378,838,2012,708,0,190,2012,708,1822,688,190,237,366,277,7949,1713,5769,1430,0,190,5769,1430,5474,1388,295,240,2180,750,1621,523,376,310,0,190,376,310,376,310,0,190,1245,433,1223,470,317,230,317,230,0,190,906,432,2039,693,87,115,87,115,0,190,1952,692,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1071664,21355,524974,13815,70548,3660,19212,2372,309,263,18903,2370,12553,1818,6350,1516,51336,2919,77144,4538,55237,3793,886,436,54351,3804,44828,3252,9523,1645,21907,2376,284526,8575,236710,7812,2067,666,234643,7740,216631,8298,18012,2425,47816,3260,51654,3213,30785,2535,0,201,30785,2535,29101,2505,1684,528,20869,2574,16010,1739,5785,1090,5193,1100,592,308,10225,1559,25092,2069,3863,799,3343,765,520,314,21229,1934,546690,11946,69702,4404,23779,2502,77,124,23702,2503,18757,2224,4945,1161,45923,3252,74790,4214,53536,3235,632,423,52904,3255,46405,3129,6499,1376,21254,2488,296636,7984,224550,6621,629,302,223921,6566,208728,6301,15193,1993,72086,4521,55472,3363,33554,2725,0,201,33554,2725,30934,2528,2620,982,21918,1760,17603,1605,4425,776,3989,758,436,290,13178,1533,32487,2716,3058,635,2935,634,123,173,29429,2595,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,113303,6257,58670,4607,8503,1516,3275,877,138,162,3137,838,2719,743,418,306,5228,1232,10029,1657,7783,1550,460,315,7323,1478,6691,1461,632,416,2246,834,33038,3209,29214,3058,690,445,28524,3052,27057,2871,1467,898,3824,1348,4020,820,2609,705,0,193,2609,705,2423,700,186,185,1411,614,1416,605,342,190,256,147,86,107,1074,573,1664,589,272,235,272,235,0,193,1392,558,54633,3615,6097,1278,2799,849,0,193,2799,849,2397,795,402,275,3298,824,8336,1539,6565,1291,0,193,6565,1291,6257,1316,308,253,1771,632,32396,2458,24410,2322,76,98,24334,2325,22605,2334,1729,666,7986,1316,4212,884,2428,655,0,193,2428,655,2364,648,64,104,1784,551,1325,453,382,303,382,303,0,193,943,350,2267,672,278,265,278,265,0,193,1989,653,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,65552,5442,32039,3451,5555,1106,2304,787,63,137,2241,768,1301,581,940,520,3251,863,4961,1388,3362,1010,69,152,3293,1014,3202,998,91,124,1599,1132,16577,2620,13360,2440,104,140,13256,2428,11679,2239,1577,793,3217,858,3807,989,2411,791,0,198,2411,791,2268,784,143,156,1396,538,432,243,291,218,291,218,0,198,141,117,707,567,15,28,15,28,0,198,692,567,33513,3544,5696,1283,2987,1106,0,198,2987,1106,2246,964,741,521,2709,860,6642,1527,4714,1213,69,151,4645,1214,3650,1026,995,647,1928,916,16513,2233,12832,2130,0,198,12832,2130,11312,1998,1520,795,3681,797,2384,697,1427,504,0,198,1427,504,1355,471,72,94,957,501,841,412,244,197,244,197,0,198,597,359,1437,572,55,77,55,77,0,198,1382,579,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,307338,12803,153238,8322,18755,2867,5770,1327,246,234,5524,1327,4263,1039,1261,586,12985,2253,23867,3106,17945,2855,507,351,17438,2912,15290,2651,2148,878,5922,1540,79069,5606,68494,4954,713,487,67781,4926,62558,4906,5223,1507,10575,1716,16077,2166,11199,1739,0,217,11199,1739,10298,1607,901,409,4878,1059,6468,1215,1836,585,1693,556,143,235,4632,1083,9002,1433,1324,491,1132,432,192,213,7678,1348,154100,7675,19757,2474,8411,1904,0,217,8411,1904,6067,1374,2344,947,11346,1616,20228,2573,15113,2475,153,182,14960,2439,13458,2324,1502,752,5115,1239,80909,5588,59829,5040,325,304,59504,5036,54378,4910,5126,1204,21080,2595,16615,1696,9975,1413,0,217,9975,1413,9330,1423,645,331,6640,1301,5734,1297,1867,687,1763,671,104,134,3867,1099,10857,1551,1101,548,1001,533,100,120,9756,1388,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
