GEO_ID,B21001D_001E,B21001D_001M,B21001D_002E,B21001D_002M,B21001D_003E,B21001D_003M,B21001D_004E,B21001D_004M,B21001D_005E,B21001D_005M,B21001D_006E,B21001D_006M,B21001D_007E,B21001D_007M,B21001D_008E,B21001D_008M,B21001D_009E,B21001D_009M,B21001D_010E,B21001D_010M,B21001D_011E,B21001D_011M,B21001D_012E,B21001D_012M,B21001D_013E,B21001D_013M,B21001D_014E,B21001D_014M,B21001D_015E,B21001D_015M,B21001D_016E,B21001D_016M,B21001D_017E,B21001D_017M,B21001D_018E,B21001D_018M,B21001D_019E,B21001D_019M,B21001D_020E,B21001D_020M,B21001D_021E,B21001D_021M,B21001D_022E,B21001D_022M,B21001D_023E,B21001D_023M,B21001D_024E,B21001D_024M,B21001D_025E,B21001D_025M,B21001D_026E,B21001D_026M,B21001D_027E,B21001D_027M,B21001D_028E,B21001D_028M,B21001D_029E,B21001D_029M,B21001D_030E,B21001D_030M,B21001D_031E,B21001D_031M,B21001D_032E,B21001D_032M,B21001D_033E,B21001D_033M,NAME,B21001D_001EA,B21001D_001MA,B21001D_002MA,B21001D_002EA,B21001D_003MA,B21001D_003EA,B21001D_004MA,B21001D_004EA,B21001D_005EA,B21001D_005MA,B21001D_006EA,B21001D_006MA,B21001D_007MA,B21001D_007EA,B21001D_008EA,B21001D_008MA,B21001D_009MA,B21001D_009EA,B21001D_010MA,B21001D_010EA,B21001D_011MA,B21001D_011EA,B21001D_012EA,B21001D_012MA,B21001D_013MA,B21001D_013EA,B21001D_014EA,B21001D_014MA,B21001D_015MA,B21001D_015EA,B21001D_016MA,B21001D_016EA,B21001D_017EA,B21001D_017MA,B21001D_018MA,B21001D_018EA,B21001D_019EA,B21001D_019MA,B21001D_020MA,B21001D_020EA,B21001D_021EA,B21001D_021MA,B21001D_022MA,B21001D_022EA,B21001D_023EA,B21001D_023MA,B21001D_024MA,B21001D_024EA,B21001D_025EA,B21001D_025MA,B21001D_026EA,B21001D_026MA,B21001D_027MA,B21001D_027EA,B21001D_028EA,B21001D_028MA,B21001D_029MA,B21001D_029EA,B21001D_030EA,B21001D_030MA,B21001D_031MA,B21001D_031EA,B21001D_032EA,B21001D_032MA,B21001D_033MA,B21001D_033EA,state
0400000US01,45854,1744,21065,1400,7795,1411,109,167,7686,1403,8759,834,342,329,8417,867,2042,506,526,290,1516,530,1754,594,80,93,1674,591,715,284,99,132,616,285,24789,1406,8575,1316,23,37,8552,1311,9059,982,0,192,9059,982,4403,784,63,104,4340,768,1462,440,0,192,1462,440,1290,456,0,192,1290,456,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,34779,1413,15704,868,6177,1070,490,391,5687,933,5377,746,302,295,5075,756,2737,290,299,193,2438,283,914,295,9,18,905,290,499,240,92,112,407,235,19075,968,6477,659,205,304,6272,683,7328,693,139,135,7189,706,3248,394,0,149,3248,394,909,363,0,149,909,363,1113,317,0,149,1113,317,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,172748,3682,79179,2231,30028,1668,1303,807,28725,1727,30973,988,2034,869,28939,1216,9276,688,524,418,8752,759,5482,812,584,336,4898,788,3420,398,658,396,2762,368,93569,2316,28668,1454,138,170,28530,1474,36932,1598,330,265,36602,1574,13624,641,188,185,13436,718,8882,736,0,201,8882,736,5463,553,0,201,5463,553,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,32972,1912,16409,1256,6767,1156,0,190,6767,1156,5837,951,272,262,5565,909,1952,696,0,190,1952,696,1493,495,9,19,1484,498,360,254,117,192,243,172,16563,1431,5618,1113,0,190,5618,1113,7202,825,100,167,7102,787,2191,668,0,190,2191,668,1037,405,0,190,1037,405,515,388,0,190,515,388,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4519605,13356,2093879,8250,682330,5777,10495,1627,671835,5879,761155,4194,24118,2336,737037,5129,314194,2317,17569,1960,296625,2971,201327,1709,20532,1803,180795,2332,134873,1338,22741,2015,112132,2477,2425726,7948,697421,5419,2483,785,694938,5334,890136,3890,4155,1159,885981,3943,385876,2432,1012,326,384864,2416,253514,2043,729,403,252785,2030,198779,1629,767,397,198012,1652,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,125590,3211,56513,1917,21738,1413,420,295,21318,1409,21863,1190,1154,498,20709,1189,6886,733,430,227,6456,808,3960,803,499,289,3461,800,2066,638,711,443,1355,622,69077,2223,23536,1647,247,318,23289,1594,27096,1214,285,177,26811,1225,9732,567,102,125,9630,588,5549,609,0,193,5549,609,3164,687,0,193,3164,687,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,122303,1917,58220,1442,22642,882,150,152,22492,902,22949,1111,0,198,22949,1111,7029,675,150,135,6879,697,4010,652,211,217,3799,650,1590,613,139,166,1451,610,64083,1641,22625,1303,0,198,22625,1303,27110,814,113,146,26997,876,7786,467,0,198,7786,467,4346,775,0,198,4346,775,2216,735,0,198,2216,735,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,28290,1098,13478,884,4816,845,42,72,4774,844,5340,343,129,147,5211,371,1580,183,0,190,1580,183,973,413,58,93,915,406,769,267,190,201,579,300,14812,584,5512,397,0,190,5512,397,5400,319,0,190,5400,319,1731,330,0,190,1731,330,1321,437,0,190,1321,437,848,399,0,190,848,399,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,436267,6561,194893,4207,66563,2827,2293,1217,64270,2625,73526,2729,3492,896,70034,2905,27294,1547,1317,600,25977,1597,17712,1414,1919,606,15793,1283,9798,994,1435,555,8363,997,241374,4167,68753,3324,320,256,68433,3344,94592,2472,742,336,93850,2415,38423,1904,359,407,38064,1826,24871,1523,258,318,24613,1572,14735,1611,187,215,14548,1598,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
