GEO_ID,B01002E_001E,B01002E_001M,B01002E_002E,B01002E_002M,B01002E_003E,B01002E_003M,NAME,B01002E_001MA,B01002E_001EA,B01002E_002EA,B01002E_002MA,B01002E_003EA,B01002E_003MA,state
0400000US01,28.3,7.2,26.9,18.6,28.5,11.7,Alabama,null,null,null,null,null,null,01
0400000US02,23.3,3.9,19.9,7.2,23.9,8.0,Alaska,null,null,null,null,null,null,02
0400000US04,30.6,1.4,30.9,3.8,30.5,1.2,Arizona,null,null,null,null,null,null,04
0400000US05,26.3,2.6,30.5,2.8,16.4,13.1,Arkansas,null,null,null,null,null,null,05
0400000US06,32.1,0.8,32.2,0.9,31.9,1.4,California,null,null,null,null,null,null,06
0400000US08,28.6,3.6,29.0,11.3,28.0,3.6,Colorado,null,null,null,null,null,null,08
0400000US09,31.3,26.2,23.6,4.9,44.3,16.3,Connecticut,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,10
0400000US11,38.5,18.1,42.2,6.2,-666666666.0,-222222222.0,District of Columbia,null,null,null,null,-,**,11
0400000US12,34.9,7.0,25.6,15.0,36.6,6.4,Florida,null,null,null,null,null,null,12
0400000US13,30.6,6.3,32.4,5.4,26.8,7.2,Georgia,null,null,null,null,null,null,13
0400000US15,32.4,1.4,32.3,1.2,32.6,2.5,Hawaii,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,16
0400000US17,28.9,3.7,24.9,7.9,32.5,4.6,Illinois,null,null,null,null,null,null,17
0400000US18,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,18
0400000US19,25.7,12.1,25.7,16.1,26.8,16.1,Iowa,null,null,null,null,null,null,19
0400000US20,25.0,8.4,26.4,10.3,24.8,15.8,Kansas,null,null,null,null,null,null,20
0400000US21,26.9,9.6,29.2,16.3,26.4,6.5,Kentucky,null,null,null,null,null,null,21
0400000US22,31.8,22.6,42.3,20.1,31.3,18.9,Louisiana,null,null,null,null,null,null,22
0400000US23,37.7,13.1,27.8,24.6,45.6,9.7,Maine,null,null,null,null,null,null,23
0400000US24,32.8,5.3,28.1,10.9,37.4,8.5,Maryland,null,null,null,null,null,null,24
0400000US25,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,25
0400000US26,32.1,9.7,28.5,8.5,35.1,16.0,Michigan,null,null,null,null,null,null,26
0400000US27,38.5,11.5,30.9,13.6,40.8,11.9,Minnesota,null,null,null,null,null,null,27
0400000US28,42.8,29.4,-666666666.0,-222222222.0,42.8,29.4,Mississippi,null,null,-,**,null,null,28
0400000US29,23.8,2.5,20.4,4.5,24.8,4.5,Missouri,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,Montana,null,null,null,null,null,null,30
0400000US31,25.9,20.8,35.0,20.8,25.5,6.2,Nebraska,null,null,null,null,null,null,31
0400000US32,35.1,2.1,36.2,2.5,27.2,6.7,Nevada,null,null,null,null,null,null,32
0400000US33,34.6,7.5,34.3,13.9,-666666666.0,-222222222.0,New Hampshire,null,null,null,null,-,**,33
0400000US34,30.9,17.3,30.1,10.1,42.5,20.2,New Jersey,null,null,null,null,null,null,34
0400000US35,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,35
0400000US36,33.5,3.3,34.2,6.6,33.4,4.4,New York,null,null,null,null,null,null,36
0400000US37,28.7,6.5,30.4,3.0,21.7,8.6,North Carolina,null,null,null,null,null,null,37
0400000US38,23.5,7.6,23.4,15.8,23.6,9.6,North Dakota,null,null,null,null,null,null,38
0400000US39,26.4,6.9,22.9,13.1,28.2,10.1,Ohio,null,null,null,null,null,null,39
0400000US40,30.3,4.0,23.0,11.5,30.9,6.1,Oklahoma,null,null,null,null,null,null,40
0400000US41,29.8,2.5,27.3,4.7,30.5,3.0,Oregon,null,null,null,null,null,null,41
0400000US42,38.7,5.4,34.3,8.9,40.3,9.7,Pennsylvania,null,null,null,null,null,null,42
0400000US44,-666666666.0,-222222222.0,-666666666.0,-222222222.0,-666666666.0,-222222222.0,Rhode Island,**,-,-,**,-,**,44
0400000US45,23.4,3.0,25.5,16.7,17.7,21.1,South Carolina,null,null,null,null,null,null,45
0400000US46,39.9,17.2,38.3,34.0,41.2,21.8,South Dakota,null,null,null,null,null,null,46
0400000US47,33.3,14.1,29.8,18.5,38.1,25.8,Tennessee,null,null,null,null,null,null,47
0400000US48,30.8,3.3,32.5,7.6,28.2,3.9,Texas,null,null,null,null,null,null,48
0400000US49,25.2,2.8,23.8,5.6,25.5,3.1,Utah,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,50
0400000US51,28.9,12.7,22.9,11.6,39.5,14.0,Virginia,null,null,null,null,null,null,51
0400000US53,27.7,1.8,27.9,2.5,27.4,3.0,Washington,null,null,null,null,null,null,53
0400000US54,49.4,37.5,-666666666.0,-222222222.0,49.8,21.3,West Virginia,null,null,-,**,null,null,54
0400000US55,45.8,8.6,45.7,30.7,45.9,14.1,Wisconsin,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,56
0400000US72,-666666666.0,-222222222.0,-666666666.0,-222222222.0,-666666666.0,-222222222.0,Puerto Rico,**,-,-,**,-,**,72
