GEO_ID,B23002I_001E,B23002I_001M,B23002I_002E,B23002I_002M,B23002I_003E,B23002I_003M,B23002I_004E,B23002I_004M,B23002I_005E,B23002I_005M,B23002I_006E,B23002I_006M,B23002I_007E,B23002I_007M,B23002I_008E,B23002I_008M,B23002I_009E,B23002I_009M,B23002I_010E,B23002I_010M,B23002I_011E,B23002I_011M,B23002I_012E,B23002I_012M,B23002I_013E,B23002I_013M,B23002I_014E,B23002I_014M,B23002I_015E,B23002I_015M,B23002I_016E,B23002I_016M,B23002I_017E,B23002I_017M,B23002I_018E,B23002I_018M,B23002I_019E,B23002I_019M,B23002I_020E,B23002I_020M,B23002I_021E,B23002I_021M,B23002I_022E,B23002I_022M,B23002I_023E,B23002I_023M,B23002I_024E,B23002I_024M,B23002I_025E,B23002I_025M,B23002I_026E,B23002I_026M,B23002I_027E,B23002I_027M,B23002I_028E,B23002I_028M,B23002I_029E,B23002I_029M,B23002I_030E,B23002I_030M,B23002I_031E,B23002I_031M,B23002I_032E,B23002I_032M,B23002I_033E,B23002I_033M,B23002I_034E,B23002I_034M,B23002I_035E,B23002I_035M,B23002I_036E,B23002I_036M,B23002I_037E,B23002I_037M,B23002I_038E,B23002I_038M,B23002I_039E,B23002I_039M,B23002I_040E,B23002I_040M,B23002I_041E,B23002I_041M,B23002I_042E,B23002I_042M,B23002I_043E,B23002I_043M,B23002I_044E,B23002I_044M,B23002I_045E,B23002I_045M,B23002I_046E,B23002I_046M,B23002I_047E,B23002I_047M,B23002I_048E,B23002I_048M,B23002I_049E,B23002I_049M,B23002I_050E,B23002I_050M,B23002I_051E,B23002I_051M,B23002I_052E,B23002I_052M,B23002I_053E,B23002I_053M,B23002I_054E,B23002I_054M,B23002I_055E,B23002I_055M,B23002I_056E,B23002I_056M,B23002I_057E,B23002I_057M,B23002I_058E,B23002I_058M,B23002I_059E,B23002I_059M,B23002I_060E,B23002I_060M,B23002I_061E,B23002I_061M,B23002I_062E,B23002I_062M,B23002I_063E,B23002I_063M,B23002I_064E,B23002I_064M,B23002I_065E,B23002I_065M,B23002I_066E,B23002I_066M,B23002I_067E,B23002I_067M,B23002I_068E,B23002I_068M,B23002I_069E,B23002I_069M,B23002I_070E,B23002I_070M,B23002I_071E,B23002I_071M,B23002I_072E,B23002I_072M,B23002I_073E,B23002I_073M,B23002I_074E,B23002I_074M,B23002I_075E,B23002I_075M,B23002I_076E,B23002I_076M,B23002I_077E,B23002I_077M,B23002I_078E,B23002I_078M,B23002I_079E,B23002I_079M,NAME,B23002I_001MA,B23002I_001EA,B23002I_002EA,B23002I_002MA,B23002I_003EA,B23002I_003MA,B23002I_004EA,B23002I_004MA,B23002I_005MA,B23002I_005EA,B23002I_006MA,B23002I_006EA,B23002I_007MA,B23002I_007EA,B23002I_008MA,B23002I_008EA,B23002I_009EA,B23002I_009MA,B23002I_010MA,B23002I_010EA,B23002I_011MA,B23002I_011EA,B23002I_012EA,B23002I_012MA,B23002I_013MA,B23002I_013EA,B23002I_014MA,B23002I_014EA,B23002I_015EA,B23002I_015MA,B23002I_016MA,B23002I_016EA,B23002I_017EA,B23002I_017MA,B23002I_018EA,B23002I_018MA,B23002I_019MA,B23002I_019EA,B23002I_020EA,B23002I_020MA,B23002I_021MA,B23002I_021EA,B23002I_022MA,B23002I_022EA,B23002I_023EA,B23002I_023MA,B23002I_024MA,B23002I_024EA,B23002I_025EA,B23002I_025MA,B23002I_026EA,B23002I_026MA,B23002I_027MA,B23002I_027EA,B23002I_028EA,B23002I_028MA,B23002I_029EA,B23002I_029MA,B23002I_030EA,B23002I_030MA,B23002I_031EA,B23002I_031MA,B23002I_032MA,B23002I_032EA,B23002I_033MA,B23002I_033EA,B23002I_034EA,B23002I_034MA,B23002I_035EA,B23002I_035MA,B23002I_036EA,B23002I_036MA,B23002I_037EA,B23002I_037MA,B23002I_038MA,B23002I_038EA,B23002I_039EA,B23002I_039MA,B23002I_040MA,B23002I_040EA,B23002I_041EA,B23002I_041MA,B23002I_042EA,B23002I_042MA,B23002I_043MA,B23002I_043EA,B23002I_044MA,B23002I_044EA,B23002I_045MA,B23002I_045EA,B23002I_046EA,B23002I_046MA,B23002I_047EA,B23002I_047MA,B23002I_048EA,B23002I_048MA,B23002I_049MA,B23002I_049EA,B23002I_050MA,B23002I_050EA,B23002I_051MA,B23002I_051EA,B23002I_052EA,B23002I_052MA,B23002I_053EA,B23002I_053MA,B23002I_054MA,B23002I_054EA,B23002I_055MA,B23002I_055EA,B23002I_056MA,B23002I_056EA,B23002I_057MA,B23002I_057EA,B23002I_058EA,B23002I_058MA,B23002I_059EA,B23002I_059MA,B23002I_060MA,B23002I_060EA,B23002I_061EA,B23002I_061MA,B23002I_062EA,B23002I_062MA,B23002I_063MA,B23002I_063EA,B23002I_064MA,B23002I_064EA,B23002I_065MA,B23002I_065EA,B23002I_066MA,B23002I_066EA,B23002I_067EA,B23002I_067MA,B23002I_068MA,B23002I_068EA,B23002I_069MA,B23002I_069EA,B23002I_070EA,B23002I_070MA,B23002I_071MA,B23002I_071EA,B23002I_072EA,B23002I_072MA,B23002I_073EA,B23002I_073MA,B23002I_074MA,B23002I_074EA,B23002I_075EA,B23002I_075MA,B23002I_076MA,B23002I_076EA,B23002I_077MA,B23002I_077EA,B23002I_078EA,B23002I_078MA,B23002I_079MA,B23002I_079EA,state
0400000US01,123156,2723,66316,3290,5765,1307,2413,828,0,192,2413,828,2049,773,364,306,3352,804,6552,1360,5386,1335,98,220,5288,1285,4656,1231,632,414,1166,556,44882,2494,40520,2809,204,218,40316,2776,39174,2859,1142,527,4362,1201,6948,1791,5455,1983,0,192,5455,1983,5399,1976,56,79,1493,772,1002,529,487,375,487,375,0,192,515,406,1167,535,484,409,484,409,0,192,683,346,56840,2355,7015,1607,1889,798,0,192,1889,798,1621,810,268,237,5126,1376,7050,2002,5841,1978,0,192,5841,1978,5530,1868,311,310,1209,521,35409,2225,19001,2142,5,12,18996,2141,17503,2047,1493,717,16408,2093,4021,1029,2382,853,0,192,2382,853,2267,902,115,120,1639,607,768,372,188,142,188,142,0,192,580,331,2577,835,353,269,353,269,0,192,2224,823,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,37388,647,18966,803,2108,908,1395,883,206,203,1189,851,395,344,794,803,713,359,3778,673,2979,701,1471,612,1508,509,1357,505,151,159,799,359,10964,967,9774,1067,858,438,8916,1176,8703,1143,213,215,1190,570,1590,407,1456,385,0,149,1456,385,1345,422,111,196,134,146,381,326,139,109,139,109,0,149,242,316,145,173,49,88,49,88,0,149,96,136,18422,921,3204,788,1257,636,15,33,1242,635,1007,502,235,335,1947,554,2372,500,1933,462,348,319,1585,413,1580,415,5,14,439,244,9908,760,7846,980,35,57,7811,981,7751,995,60,80,2062,699,1568,467,750,395,0,149,750,395,750,395,0,149,818,493,686,332,232,195,232,195,0,149,454,301,684,417,0,149,0,149,0,149,684,417,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1473859,2530,734793,1742,80314,2032,30800,2521,136,127,30664,2507,23011,2295,7653,1358,49514,2689,99285,1024,77565,2787,1242,561,76323,2870,69437,2854,6886,1518,21720,2590,422143,1052,356279,4488,1568,619,354711,4407,337874,4653,16837,2577,65864,4386,73114,470,48890,2116,0,201,48890,2116,46293,2232,2597,929,24224,2088,22782,1683,6369,1227,5943,1191,426,298,16413,1488,37155,1582,4534,963,4307,943,227,183,32621,1512,739066,1869,77656,2275,26505,2514,134,223,26371,2475,18705,2180,7666,1489,51151,2809,93691,1556,70156,2986,95,114,70061,2989,61177,2954,8884,1906,23535,2756,412694,1066,280987,5436,182,149,280805,5442,262204,5774,18601,2535,131707,5444,80148,377,40403,2347,0,201,40403,2347,38291,2267,2112,880,39745,2365,24395,1391,4225,976,3946,936,279,273,20170,1575,50482,1520,3379,859,3102,853,277,197,47103,1667,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,133564,2179,70431,1833,10329,1499,2906,951,0,190,2906,951,2831,942,75,96,7423,1362,7293,1336,5873,1168,0,190,5873,1168,5160,1118,713,513,1420,617,44897,1591,38752,2062,86,149,38666,2054,37412,2028,1254,575,6145,1129,4640,719,3401,669,0,190,3401,669,3236,709,165,154,1239,574,1909,616,717,364,710,364,7,15,1192,541,1363,610,593,436,593,436,0,190,770,398,63133,1629,6508,1378,2772,1069,0,190,2772,1069,2378,1028,394,419,3736,1083,9964,1609,6422,1569,22,39,6400,1565,5753,1446,647,563,3542,1091,37311,1830,23350,1875,0,190,23350,1875,22295,1870,1055,628,13961,1801,5263,903,3060,880,0,190,3060,880,2869,832,191,280,2203,654,1538,730,89,113,89,113,0,190,1449,722,2549,855,7,12,7,12,0,190,2542,856,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10969221,6702,5491923,4767,531096,4950,161847,5164,3880,1034,157967,5009,116681,4731,41286,3361,369249,6621,694824,1635,539052,5717,8520,1600,530532,5970,465756,6275,64776,3740,155772,5788,3256993,1525,2896928,10515,8855,1677,2888073,10353,2721273,11488,166800,6090,360065,10362,577265,723,410666,5476,0,201,410666,5476,386057,5672,24609,2350,166599,5497,166433,3929,57696,2949,55368,2948,2328,681,108737,4590,265312,3881,28901,2327,26808,2186,2093,615,236411,4389,5477298,4633,510876,4704,152146,5860,239,180,151907,5844,111049,5621,40858,3316,358730,7158,659202,1727,464583,6793,1028,397,463555,6837,404796,6945,58759,4609,194619,6300,3119470,1396,2168523,12579,855,401,2167668,12598,1999784,13656,167884,7111,950947,12621,616790,992,327440,6159,0,201,327440,6159,303712,6231,23728,2311,289350,5998,189525,4462,42212,2520,39381,2260,2831,1031,147313,4358,381435,4482,24281,2133,23206,2083,1075,485,357154,4567,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,811139,2017,414530,1999,43219,2501,18952,2022,318,225,18634,2046,15766,1912,2868,966,24267,2305,50729,1754,42713,2152,1083,424,41630,2269,38613,2200,3017,1006,8016,1810,246154,1845,217042,3338,2380,897,214662,3686,204754,3871,9908,1708,29112,2754,41317,1026,27560,1343,0,193,27560,1343,25977,1371,1583,756,13757,1376,13342,1160,3273,892,3147,872,126,100,10069,1163,19769,1300,2877,789,2163,629,714,494,16892,1294,396609,2184,38590,2332,15025,1950,0,193,15025,1950,11597,1537,3428,1268,23565,2063,45440,1286,31357,2224,281,246,31076,2202,27949,2112,3127,1306,14083,2252,230897,1286,165017,4777,551,299,164466,4731,152779,4771,11687,2018,65880,4718,41906,782,21795,1630,0,193,21795,1630,20791,1659,1004,514,20111,1698,14254,1530,2365,644,2234,625,131,132,11889,1511,25522,1552,1809,559,1809,559,0,193,23713,1435,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,397899,1449,197064,1246,19165,1292,7088,1191,79,145,7009,1207,5216,1042,1793,652,12077,1600,26076,711,19630,1279,169,222,19461,1284,16877,1424,2584,855,6446,1186,119834,723,102145,2232,184,212,101961,2207,92974,2552,8987,1683,17689,2122,18978,587,13943,1214,0,198,13943,1214,13178,1227,765,415,5035,1079,4746,879,1392,581,1392,581,0,198,3354,761,8265,761,729,336,729,336,0,198,7536,755,200835,1082,19113,1281,8646,1432,87,155,8559,1435,6242,1314,2317,722,10467,1120,22714,723,18655,1281,69,151,18586,1282,15783,1511,2803,1057,4059,1077,120499,1010,92587,2555,0,198,92587,2555,82427,2706,10160,1875,27912,2540,21054,386,10875,1195,0,198,10875,1195,10247,1227,628,425,10179,1119,5961,809,1842,699,1662,673,180,240,4119,801,11494,942,360,239,360,239,0,198,11134,940,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,57982,607,30465,528,3108,601,1450,527,0,190,1450,527,1315,546,135,141,1658,551,3853,598,2149,509,0,190,2149,509,1917,467,232,321,1704,731,18926,508,16123,1030,47,83,16076,1021,15474,1067,602,436,2803,874,2376,341,1772,375,0,190,1772,375,1596,415,176,203,604,395,1008,583,333,320,333,320,0,190,675,445,1194,546,330,333,330,333,0,190,864,473,27517,555,3090,626,943,357,0,190,943,357,614,328,329,266,2147,650,3130,375,2907,387,0,190,2907,387,2672,378,235,233,223,167,17237,543,11011,1088,75,106,10936,1098,10767,1098,169,191,6226,1268,2161,272,1319,340,0,190,1319,340,1319,340,0,190,842,321,816,347,83,145,83,145,0,190,733,363,1083,404,113,138,0,190,113,138,970,350,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,54337,439,27824,411,2089,743,413,343,33,57,380,341,347,336,33,74,1676,754,2379,622,1832,612,248,344,1584,636,1308,576,276,213,547,495,19370,-555555555,18240,547,350,258,17890,574,17522,652,368,338,1130,548,2858,698,2657,704,0,200,2657,704,2456,718,201,239,201,208,334,434,334,434,334,434,0,200,0,200,794,640,398,612,398,612,0,200,396,301,26513,220,1432,462,828,359,49,100,779,337,779,337,0,200,604,321,2835,432,1850,473,49,101,1801,474,1801,474,0,200,985,479,17349,-555555555,14205,958,0,200,14205,958,13197,1142,1008,686,3144,957,2554,-555555555,1730,597,0,200,1730,597,1730,597,0,200,824,596,703,385,354,251,292,233,62,101,349,336,1640,385,536,376,536,376,0,200,1104,414,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3873733,4016,1889326,3516,144387,4016,40850,3490,637,493,40213,3531,30305,3136,9908,1900,103537,4625,184965,2587,139454,4018,1681,983,137773,3948,123182,4605,14591,2408,45511,4059,1101843,2849,968815,8455,4390,1215,964425,8606,923305,9473,41120,3537,133028,7662,221418,1922,162145,4696,0,217,162145,4696,154764,4707,7381,1322,59273,4283,78847,3392,26886,2572,25002,2559,1884,687,51961,2994,157866,3576,21104,2729,19858,2680,1246,549,136762,4015,1984407,3632,137407,3592,41920,4169,427,308,41493,4169,33888,3228,7605,2045,95487,3733,171306,2444,119789,4954,76,86,119713,4963,108672,4865,11041,2234,51517,4609,1086218,2585,807759,8029,511,427,807248,8020,749403,9225,57845,5485,278459,8009,255976,1460,140969,4410,0,217,140969,4410,132906,4313,8063,1536,115007,4592,95424,3833,20845,2005,19987,1931,858,641,74579,3947,238076,3716,13450,1764,12860,1742,590,345,224626,4081,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
