GEO_ID,B19037B_001E,B19037B_001M,B19037B_002E,B19037B_002M,B19037B_003E,B19037B_003M,B19037B_004E,B19037B_004M,B19037B_005E,B19037B_005M,B19037B_006E,B19037B_006M,B19037B_007E,B19037B_007M,B19037B_008E,B19037B_008M,B19037B_009E,B19037B_009M,B19037B_010E,B19037B_010M,B19037B_011E,B19037B_011M,B19037B_012E,B19037B_012M,B19037B_013E,B19037B_013M,B19037B_014E,B19037B_014M,B19037B_015E,B19037B_015M,B19037B_016E,B19037B_016M,B19037B_017E,B19037B_017M,B19037B_018E,B19037B_018M,B19037B_019E,B19037B_019M,B19037B_020E,B19037B_020M,B19037B_021E,B19037B_021M,B19037B_022E,B19037B_022M,B19037B_023E,B19037B_023M,B19037B_024E,B19037B_024M,B19037B_025E,B19037B_025M,B19037B_026E,B19037B_026M,B19037B_027E,B19037B_027M,B19037B_028E,B19037B_028M,B19037B_029E,B19037B_029M,B19037B_030E,B19037B_030M,B19037B_031E,B19037B_031M,B19037B_032E,B19037B_032M,B19037B_033E,B19037B_033M,B19037B_034E,B19037B_034M,B19037B_035E,B19037B_035M,B19037B_036E,B19037B_036M,B19037B_037E,B19037B_037M,B19037B_038E,B19037B_038M,B19037B_039E,B19037B_039M,B19037B_040E,B19037B_040M,B19037B_041E,B19037B_041M,B19037B_042E,B19037B_042M,B19037B_043E,B19037B_043M,B19037B_044E,B19037B_044M,B19037B_045E,B19037B_045M,B19037B_046E,B19037B_046M,B19037B_047E,B19037B_047M,B19037B_048E,B19037B_048M,B19037B_049E,B19037B_049M,B19037B_050E,B19037B_050M,B19037B_051E,B19037B_051M,B19037B_052E,B19037B_052M,B19037B_053E,B19037B_053M,B19037B_054E,B19037B_054M,B19037B_055E,B19037B_055M,B19037B_056E,B19037B_056M,B19037B_057E,B19037B_057M,B19037B_058E,B19037B_058M,B19037B_059E,B19037B_059M,B19037B_060E,B19037B_060M,B19037B_061E,B19037B_061M,B19037B_062E,B19037B_062M,B19037B_063E,B19037B_063M,B19037B_064E,B19037B_064M,B19037B_065E,B19037B_065M,B19037B_066E,B19037B_066M,B19037B_067E,B19037B_067M,B19037B_068E,B19037B_068M,B19037B_069E,B19037B_069M,NAME,B19037B_001EA,B19037B_001MA,B19037B_002MA,B19037B_002EA,B19037B_003MA,B19037B_003EA,B19037B_004EA,B19037B_004MA,B19037B_005EA,B19037B_005MA,B19037B_006EA,B19037B_006MA,B19037B_007EA,B19037B_007MA,B19037B_008MA,B19037B_008EA,B19037B_009MA,B19037B_009EA,B19037B_010MA,B19037B_010EA,B19037B_011EA,B19037B_011MA,B19037B_012EA,B19037B_012MA,B19037B_013MA,B19037B_013EA,B19037B_014MA,B19037B_014EA,B19037B_015MA,B19037B_015EA,B19037B_016EA,B19037B_016MA,B19037B_017EA,B19037B_017MA,B19037B_018EA,B19037B_018MA,B19037B_019MA,B19037B_019EA,B19037B_020MA,B19037B_020EA,B19037B_021MA,B19037B_021EA,B19037B_022EA,B19037B_022MA,B19037B_023EA,B19037B_023MA,B19037B_024MA,B19037B_024EA,B19037B_025EA,B19037B_025MA,B19037B_026MA,B19037B_026EA,B19037B_027EA,B19037B_027MA,B19037B_028MA,B19037B_028EA,B19037B_029MA,B19037B_029EA,B19037B_030MA,B19037B_030EA,B19037B_031MA,B19037B_031EA,B19037B_032EA,B19037B_032MA,B19037B_033EA,B19037B_033MA,B19037B_034MA,B19037B_034EA,B19037B_035MA,B19037B_035EA,B19037B_036MA,B19037B_036EA,B19037B_037EA,B19037B_037MA,B19037B_038EA,B19037B_038MA,B19037B_039MA,B19037B_039EA,B19037B_040EA,B19037B_040MA,B19037B_041MA,B19037B_041EA,B19037B_042MA,B19037B_042EA,B19037B_043EA,B19037B_043MA,B19037B_044EA,B19037B_044MA,B19037B_045EA,B19037B_045MA,B19037B_046MA,B19037B_046EA,B19037B_047MA,B19037B_047EA,B19037B_048EA,B19037B_048MA,B19037B_049EA,B19037B_049MA,B19037B_050EA,B19037B_050MA,B19037B_051EA,B19037B_051MA,B19037B_052MA,B19037B_052EA,B19037B_053MA,B19037B_053EA,B19037B_054EA,B19037B_054MA,B19037B_055EA,B19037B_055MA,B19037B_056EA,B19037B_056MA,B19037B_057MA,B19037B_057EA,B19037B_058MA,B19037B_058EA,B19037B_059EA,B19037B_059MA,B19037B_060EA,B19037B_060MA,B19037B_061EA,B19037B_061MA,B19037B_062EA,B19037B_062MA,B19037B_063MA,B19037B_063EA,B19037B_064MA,B19037B_064EA,B19037B_065MA,B19037B_065EA,B19037B_066EA,B19037B_066MA,B19037B_067EA,B19037B_067MA,B19037B_068MA,B19037B_068EA,B19037B_069MA,B19037B_069EA,state
0400000US01,481633,6722,23555,2726,8609,1557,3072,1195,3285,1232,2882,1046,1162,578,749,381,688,636,1877,999,450,353,454,355,0,192,173,229,154,249,0,192,0,192,0,192,169846,5182,28065,2984,13528,1858,15718,2703,12683,1760,13049,1721,12968,1897,8018,1516,8620,2011,6692,1446,14731,2214,10777,1894,12760,2385,6297,1443,2916,906,2208,845,816,495,191791,4501,29190,2399,18625,2062,12609,1487,13179,1740,10909,1560,11008,1730,9839,1547,8519,1178,6525,1333,13095,1705,16627,2220,17682,2558,10901,1724,5671,1148,4600,1020,2812,866,96441,2118,15490,1742,14848,1461,10596,1412,7565,1304,6490,1084,5980,966,4609,968,4229,832,3019,803,5477,966,6502,1060,5767,950,3198,840,914,350,911,409,846,437,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,105370,4012,7219,1296,1362,822,843,487,1165,808,753,575,465,399,65,104,103,167,194,199,591,495,505,448,623,560,134,221,416,342,0,201,0,201,0,201,43269,2786,4359,1262,3102,992,2723,942,2362,745,2348,801,2864,1084,2767,977,3080,1090,1120,666,3930,1160,4509,1252,5615,1429,1866,740,646,406,1052,492,926,583,40543,2309,5706,1568,2562,765,2572,900,2295,771,2071,837,1953,656,1831,770,1753,749,1858,636,3136,980,3921,1025,3934,956,2536,808,1075,464,1865,742,1475,534,14339,1310,2032,687,932,329,1415,429,1251,557,1215,622,661,305,1141,498,614,298,730,342,953,418,971,385,1083,377,543,303,363,227,208,148,227,174,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,174070,4186,12191,1970,4459,1472,1407,757,1527,838,1417,716,472,417,752,666,351,512,487,462,69,63,245,236,312,262,392,612,0,190,63,104,238,334,0,190,64066,3478,10529,1955,4530,1107,4959,1368,6688,1583,5817,1644,6324,1626,3535,1179,3927,1383,2310,886,4814,1437,4133,1102,3710,1099,1469,757,823,609,262,226,236,331,67373,2834,12878,1722,5741,1129,4763,1128,5419,1421,3974,960,3744,904,4792,1087,2826,885,2315,691,5526,1049,5157,924,4714,901,3109,837,1037,525,663,395,715,359,30440,1393,5024,1004,4693,821,3129,730,2883,814,2662,741,1966,600,1575,489,1759,693,671,286,1413,553,1694,489,1241,457,545,294,656,463,215,204,314,194,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,824358,10302,27612,2769,7427,1608,3730,1146,1800,878,3027,1058,1981,774,1047,547,1457,844,700,498,1669,851,1499,652,753,444,1621,676,332,416,392,379,177,173,0,201,274715,6764,31540,3497,17113,2713,16308,2304,17492,2517,12704,2311,17015,2906,13208,1986,13374,1995,10066,1869,20765,3016,26899,3180,29014,3024,17721,2431,10574,2015,12490,1670,8432,1861,346178,6287,34785,3109,30257,2650,15819,1840,16960,1938,11790,1680,14850,2136,13647,1679,12171,1805,13216,1957,23106,2496,32302,2540,41676,3241,31133,3044,17527,1976,20585,2314,16354,2172,175853,4387,13523,1778,21487,2148,14030,1839,14129,1785,11800,1555,9115,1421,6783,873,9514,1382,6245,1174,13079,1658,14650,1529,14160,1668,10142,1458,6866,946,5836,1229,4494,901,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,82726,3407,4388,1258,931,664,168,213,100,119,831,579,58,91,803,538,112,185,455,362,79,115,264,327,236,288,351,314,0,193,0,193,0,193,0,193,34515,2477,2663,1013,1575,755,1051,630,2692,951,1554,771,3411,1193,1694,802,1478,653,2017,851,2722,1077,3734,1051,4766,1269,1993,880,2207,1045,682,428,276,218,31287,2004,3618,1043,1517,676,1539,635,2506,789,589,264,1171,578,1275,473,1552,673,851,443,2951,983,3697,1168,4234,1082,2589,753,931,370,1189,565,1078,451,12536,1209,1591,652,1253,638,623,325,584,350,743,349,502,309,1349,766,675,373,306,200,1339,553,613,263,766,391,1327,475,553,437,85,106,227,193,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,131266,3437,3518,1086,854,567,513,421,93,155,480,363,549,521,233,235,85,141,0,198,114,185,0,198,322,283,275,425,0,198,0,198,0,198,0,198,48374,2500,4968,1032,2344,886,2439,1007,1949,760,2341,851,3423,1072,3028,1019,3216,992,2295,712,3882,1233,5970,1391,4872,1253,3063,1052,1972,753,1293,649,1319,634,55165,2512,6505,1320,3263,1043,3602,1075,3008,920,2066,808,2563,936,2570,991,2048,777,1812,957,4199,1027,4800,952,7290,1364,4967,1314,2208,698,2527,717,1737,641,24209,1426,2878,800,2367,712,2716,839,1685,581,1445,593,1242,575,1252,487,492,239,1237,546,1475,531,1849,616,2002,663,1090,360,956,516,961,559,562,312,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,68739,2499,1670,742,230,246,463,450,189,213,0,190,0,190,114,149,466,446,74,123,0,190,0,190,44,74,0,190,90,121,0,190,0,190,0,190,23827,1949,2160,806,837,448,1060,545,1538,820,1819,834,2012,926,697,502,1162,594,1044,666,1239,697,2004,762,3782,1008,1842,903,872,504,1480,864,279,393,29729,1605,2783,816,1531,609,1359,587,1796,692,1332,591,1462,675,1391,539,849,324,1029,509,2611,999,2563,699,3595,994,2690,829,1414,604,1872,691,1452,731,13513,1018,986,533,1110,430,1575,645,832,428,408,290,773,387,1466,624,724,344,226,229,788,400,1108,432,1365,554,921,458,586,290,422,264,223,298,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,124266,3156,3022,782,1141,516,286,331,372,335,65,114,261,233,234,370,0,200,0,200,0,200,185,211,157,146,229,378,92,151,0,200,0,200,0,200,40277,2025,5447,1199,2192,942,2421,916,2078,822,3114,1070,1586,674,1675,786,1736,804,1470,776,2594,739,3805,1076,5992,1489,2562,712,1572,656,848,502,1185,522,50069,1923,6971,1290,3906,871,2460,706,2534,732,2820,921,2057,822,1555,644,2690,841,2650,851,2026,664,3924,909,4872,989,3350,852,1955,652,3452,780,2847,824,30898,1294,4191,1075,3722,854,1971,550,2527,581,1799,566,1782,528,713,266,1196,465,1981,729,2050,580,2256,510,2017,447,1567,529,702,398,1392,485,1032,440,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1027201,11359,44796,3313,13160,1830,3811,1002,4253,1258,4736,1454,4179,1165,2827,988,2433,898,2493,1020,1149,603,2059,1028,2095,1101,865,537,319,310,186,215,231,332,0,217,385709,9401,47720,4196,18843,2917,27561,3643,29210,3347,27377,2947,30417,2969,27006,2724,23096,2874,19441,2349,35500,3141,35150,3961,34786,3720,15146,2561,5867,1380,5006,1279,3583,1436,405964,7656,41748,3381,28683,2642,29268,3203,24859,2581,26071,2698,23718,2091,20962,2444,20289,2440,20053,2683,35941,3330,39772,3843,42411,4018,23808,3100,11498,1779,11887,2151,4996,1167,190732,5041,27200,2208,23071,2247,20677,2424,16555,2254,13663,2209,10737,1746,8449,1393,8385,1383,8079,1790,14286,1842,13905,1930,13205,1790,5730,1083,2362,643,2631,794,1797,588,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
