GEO_ID,B14007B_001E,B14007B_001M,B14007B_002E,B14007B_002M,B14007B_003E,B14007B_003M,B14007B_004E,B14007B_004M,B14007B_005E,B14007B_005M,B14007B_006E,B14007B_006M,B14007B_007E,B14007B_007M,B14007B_008E,B14007B_008M,B14007B_009E,B14007B_009M,B14007B_010E,B14007B_010M,B14007B_011E,B14007B_011M,B14007B_012E,B14007B_012M,B14007B_013E,B14007B_013M,B14007B_014E,B14007B_014M,B14007B_015E,B14007B_015M,B14007B_016E,B14007B_016M,B14007B_017E,B14007B_017M,B14007B_018E,B14007B_018M,B14007B_019E,B14007B_019M,NAME,B14007B_001EA,B14007B_001MA,B14007B_002MA,B14007B_002EA,B14007B_003MA,B14007B_003EA,B14007B_004MA,B14007B_004EA,B14007B_005EA,B14007B_005MA,B14007B_006EA,B14007B_006MA,B14007B_007MA,B14007B_007EA,B14007B_008MA,B14007B_008EA,B14007B_009EA,B14007B_009MA,B14007B_010MA,B14007B_010EA,B14007B_011MA,B14007B_011EA,B14007B_012MA,B14007B_012EA,B14007B_013MA,B14007B_013EA,B14007B_014EA,B14007B_014MA,B14007B_015MA,B14007B_015EA,B14007B_016MA,B14007B_016EA,B14007B_017EA,B14007B_017MA,B14007B_018MA,B14007B_018EA,B14007B_019MA,B14007B_019EA,state
0400000US01,1253722,6126,370190,7472,22198,2637,20430,2475,18924,2268,19708,2130,21175,2593,16907,2440,18108,2348,20160,2293,20070,2260,16627,2125,21752,2695,18081,2214,18664,2072,24968,2639,79406,4211,13012,1826,883532,6942,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,24891,1627,8749,1431,219,194,72,81,350,365,91,108,173,152,282,223,218,313,100,141,751,401,444,278,377,253,201,144,115,130,1271,613,3661,1094,424,366,16142,1344,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,288724,6204,95946,4719,4339,1257,4487,1131,3743,993,4927,1243,6780,1335,5023,1115,4334,1026,3641,1128,3348,1004,4597,1068,5397,1290,4670,964,5560,954,5629,1297,24253,2654,5218,1233,192778,5041,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,450693,4841,143439,5049,11070,1586,7992,1549,6559,1418,7332,1527,8528,1236,6579,1212,8648,1639,7857,1120,6708,1422,5518,1228,6782,1506,7682,1475,6222,1384,9482,1620,34010,3401,2470,723,307254,4678,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2200672,13667,616477,11593,31323,3711,26673,2586,24916,2691,21298,2336,26070,2527,27374,2457,25644,2781,31263,3083,31252,3275,27182,2232,27576,2734,30818,2368,33602,2730,40192,3093,180126,7723,31168,2683,1584195,12117,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,215561,6040,68883,5630,3498,1209,3777,1008,3531,1058,3361,787,2736,684,3987,1153,2777,848,2801,833,3315,966,3490,899,3452,1038,1876,746,4330,1208,2828,939,20262,2923,2862,1095,146678,3351,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,368323,6034,117403,4684,8750,1779,5124,1232,4432,990,6051,1218,5994,1390,3927,1370,7118,1729,5301,966,5290,1360,5391,1237,6663,1348,4713,1204,5126,1084,7296,1252,30370,2962,5857,1362,250920,5216,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,196197,3069,59956,2988,3228,994,3005,765,2306,724,3939,1275,1273,485,3014,923,2334,793,3191,1140,2346,964,2849,939,4142,918,3387,1014,3518,908,2163,812,15992,1964,3269,959,136241,2891,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,305321,3129,85282,3583,7964,1290,3897,828,4456,897,3123,819,4086,964,2754,814,3010,778,2754,852,3377,965,3834,1073,3898,907,3618,988,3137,811,6203,1442,22610,2240,6561,1725,220039,3793,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3138886,16076,990097,13801,67039,4303,46187,4277,47378,4206,47915,3892,51767,4145,49893,4278,45655,4166,45419,4166,46276,4005,53720,3944,56349,4334,46218,3928,54231,3818,62823,3648,227857,9000,41370,4818,2148789,13306,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
