GEO_ID,B20005F_001E,B20005F_001M,B20005F_002E,B20005F_002M,B20005F_003E,B20005F_003M,B20005F_004E,B20005F_004M,B20005F_005E,B20005F_005M,B20005F_006E,B20005F_006M,B20005F_007E,B20005F_007M,B20005F_008E,B20005F_008M,B20005F_009E,B20005F_009M,B20005F_010E,B20005F_010M,B20005F_011E,B20005F_011M,B20005F_012E,B20005F_012M,B20005F_013E,B20005F_013M,B20005F_014E,B20005F_014M,B20005F_015E,B20005F_015M,B20005F_016E,B20005F_016M,B20005F_017E,B20005F_017M,B20005F_018E,B20005F_018M,B20005F_019E,B20005F_019M,B20005F_020E,B20005F_020M,B20005F_021E,B20005F_021M,B20005F_022E,B20005F_022M,B20005F_023E,B20005F_023M,B20005F_024E,B20005F_024M,B20005F_025E,B20005F_025M,B20005F_026E,B20005F_026M,B20005F_027E,B20005F_027M,B20005F_028E,B20005F_028M,B20005F_029E,B20005F_029M,B20005F_030E,B20005F_030M,B20005F_031E,B20005F_031M,B20005F_032E,B20005F_032M,B20005F_033E,B20005F_033M,B20005F_034E,B20005F_034M,B20005F_035E,B20005F_035M,B20005F_036E,B20005F_036M,B20005F_037E,B20005F_037M,B20005F_038E,B20005F_038M,B20005F_039E,B20005F_039M,B20005F_040E,B20005F_040M,B20005F_041E,B20005F_041M,B20005F_042E,B20005F_042M,B20005F_043E,B20005F_043M,B20005F_044E,B20005F_044M,B20005F_045E,B20005F_045M,B20005F_046E,B20005F_046M,B20005F_047E,B20005F_047M,B20005F_048E,B20005F_048M,B20005F_049E,B20005F_049M,B20005F_050E,B20005F_050M,B20005F_051E,B20005F_051M,B20005F_052E,B20005F_052M,B20005F_053E,B20005F_053M,B20005F_054E,B20005F_054M,B20005F_055E,B20005F_055M,B20005F_056E,B20005F_056M,B20005F_057E,B20005F_057M,B20005F_058E,B20005F_058M,B20005F_059E,B20005F_059M,B20005F_060E,B20005F_060M,B20005F_061E,B20005F_061M,B20005F_062E,B20005F_062M,B20005F_063E,B20005F_063M,B20005F_064E,B20005F_064M,B20005F_065E,B20005F_065M,B20005F_066E,B20005F_066M,B20005F_067E,B20005F_067M,B20005F_068E,B20005F_068M,B20005F_069E,B20005F_069M,B20005F_070E,B20005F_070M,B20005F_071E,B20005F_071M,B20005F_072E,B20005F_072M,B20005F_073E,B20005F_073M,B20005F_074E,B20005F_074M,B20005F_075E,B20005F_075M,B20005F_076E,B20005F_076M,B20005F_077E,B20005F_077M,B20005F_078E,B20005F_078M,B20005F_079E,B20005F_079M,B20005F_080E,B20005F_080M,B20005F_081E,B20005F_081M,B20005F_082E,B20005F_082M,B20005F_083E,B20005F_083M,B20005F_084E,B20005F_084M,B20005F_085E,B20005F_085M,B20005F_086E,B20005F_086M,B20005F_087E,B20005F_087M,B20005F_088E,B20005F_088M,B20005F_089E,B20005F_089M,B20005F_090E,B20005F_090M,B20005F_091E,B20005F_091M,B20005F_092E,B20005F_092M,B20005F_093E,B20005F_093M,B20005F_094E,B20005F_094M,B20005F_095E,B20005F_095M,NAME,B20005F_001EA,B20005F_001MA,B20005F_002EA,B20005F_002MA,B20005F_003EA,B20005F_003MA,B20005F_004EA,B20005F_004MA,B20005F_005MA,B20005F_005EA,B20005F_006EA,B20005F_006MA,B20005F_007EA,B20005F_007MA,B20005F_008EA,B20005F_008MA,B20005F_009EA,B20005F_009MA,B20005F_010MA,B20005F_010EA,B20005F_011EA,B20005F_011MA,B20005F_012EA,B20005F_012MA,B20005F_013EA,B20005F_013MA,B20005F_014EA,B20005F_014MA,B20005F_015MA,B20005F_015EA,B20005F_016MA,B20005F_016EA,B20005F_017EA,B20005F_017MA,B20005F_018EA,B20005F_018MA,B20005F_019EA,B20005F_019MA,B20005F_020MA,B20005F_020EA,B20005F_021MA,B20005F_021EA,B20005F_022EA,B20005F_022MA,B20005F_023EA,B20005F_023MA,B20005F_024EA,B20005F_024MA,B20005F_025MA,B20005F_025EA,B20005F_026MA,B20005F_026EA,B20005F_027MA,B20005F_027EA,B20005F_028EA,B20005F_028MA,B20005F_029EA,B20005F_029MA,B20005F_030MA,B20005F_030EA,B20005F_031MA,B20005F_031EA,B20005F_032MA,B20005F_032EA,B20005F_033EA,B20005F_033MA,B20005F_034EA,B20005F_034MA,B20005F_035EA,B20005F_035MA,B20005F_036MA,B20005F_036EA,B20005F_037MA,B20005F_037EA,B20005F_038MA,B20005F_038EA,B20005F_039EA,B20005F_039MA,B20005F_040EA,B20005F_040MA,B20005F_041MA,B20005F_041EA,B20005F_042MA,B20005F_042EA,B20005F_043MA,B20005F_043EA,B20005F_044EA,B20005F_044MA,B20005F_045EA,B20005F_045MA,B20005F_046EA,B20005F_046MA,B20005F_047MA,B20005F_047EA,B20005F_048MA,B20005F_048EA,B20005F_049MA,B20005F_049EA,B20005F_050MA,B20005F_050EA,B20005F_051EA,B20005F_051MA,B20005F_052MA,B20005F_052EA,B20005F_053EA,B20005F_053MA,B20005F_054MA,B20005F_054EA,B20005F_055EA,B20005F_055MA,B20005F_056EA,B20005F_056MA,B20005F_057EA,B20005F_057MA,B20005F_058EA,B20005F_058MA,B20005F_059EA,B20005F_059MA,B20005F_060MA,B20005F_060EA,B20005F_061EA,B20005F_061MA,B20005F_062EA,B20005F_062MA,B20005F_063EA,B20005F_063MA,B20005F_064EA,B20005F_064MA,B20005F_065MA,B20005F_065EA,B20005F_066EA,B20005F_066MA,B20005F_067EA,B20005F_067MA,B20005F_068EA,B20005F_068MA,B20005F_069EA,B20005F_069MA,B20005F_070MA,B20005F_070EA,B20005F_071MA,B20005F_071EA,B20005F_072EA,B20005F_072MA,B20005F_073EA,B20005F_073MA,B20005F_074EA,B20005F_074MA,B20005F_075MA,B20005F_075EA,B20005F_076MA,B20005F_076EA,B20005F_077EA,B20005F_077MA,B20005F_078EA,B20005F_078MA,B20005F_079EA,B20005F_079MA,B20005F_080MA,B20005F_080EA,B20005F_081MA,B20005F_081EA,B20005F_082MA,B20005F_082EA,B20005F_083EA,B20005F_083MA,B20005F_084EA,B20005F_084MA,B20005F_085MA,B20005F_085EA,B20005F_086MA,B20005F_086EA,B20005F_087MA,B20005F_087EA,B20005F_088EA,B20005F_088MA,B20005F_089EA,B20005F_089MA,B20005F_090EA,B20005F_090MA,B20005F_091MA,B20005F_091EA,B20005F_092MA,B20005F_092EA,B20005F_093MA,B20005F_093EA,B20005F_094EA,B20005F_094MA,B20005F_095EA,B20005F_095MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,350295,16208,176074,8414,88920,5046,0,201,88920,5046,147,110,100,165,1424,791,1026,455,4905,1513,3677,1270,7156,1386,3626,1024,6059,1289,3870,1148,10994,1710,10665,2012,7036,1596,7407,1246,3842,769,4443,1381,3846,1194,1939,747,3539,933,3219,847,87154,5811,44573,3955,42581,4080,4464,1119,4375,1479,5259,1457,3527,1008,6103,1531,2019,862,3458,1047,1591,675,2444,982,1675,749,2879,1078,1323,774,565,327,1643,824,0,201,156,122,401,353,141,237,339,285,219,191,174221,9036,56560,4710,0,201,56560,4710,0,201,139,121,386,307,548,469,1551,708,2866,884,4492,1133,3488,1056,5641,1494,3724,1249,8150,1854,6928,1267,4075,1040,4549,1220,2680,1100,1398,599,2029,754,1791,721,1216,504,909,427,117661,7029,68414,5484,49247,4664,7171,1468,6799,1748,6703,1524,5031,1271,7294,1677,2123,714,2979,851,1317,626,2074,801,1473,775,1479,593,1674,838,972,494,233,164,629,392,192,190,452,384,116,138,291,376,245,197,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3926820,45913,2003505,27218,1057516,20343,69,84,1057447,20353,1407,562,1079,556,6450,1278,8854,1749,37402,3684,30895,3177,71295,4266,50172,4220,90540,5136,55539,4646,113100,6180,107592,4845,89247,5889,76381,4483,49291,3501,53358,3791,67193,4741,43084,3613,55862,4557,48706,4025,945989,19554,472596,12613,473393,13087,54161,3763,41664,3993,48663,3904,41700,3739,60827,4319,27575,2451,40751,3692,22037,2454,28244,2794,12363,2028,27039,3050,19891,2591,12751,2092,7410,1436,6159,1463,5823,1488,5710,1325,3542,892,3900,931,3183,913,1923315,23100,618720,15120,0,201,618720,15120,334,204,1330,462,7944,1515,9110,1838,26376,2433,24602,3090,57861,4178,41183,3992,61684,4384,32577,3580,67505,4192,68986,5314,45505,2869,40150,3756,24855,2441,22873,2550,28271,2761,19537,2406,22348,2465,15689,2245,1304595,19415,784898,15482,519697,12682,81201,4855,57982,4488,66668,4367,51620,3455,80788,4434,33142,3226,34925,3314,17184,2062,24987,2616,9023,1421,17797,2043,12933,1735,9366,1712,6027,1334,2598,746,2762,740,3156,1114,1495,526,4058,1283,1985,673,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,152598,8660,78607,5349,44930,4029,0,193,44930,4029,0,193,96,149,33,56,357,349,974,491,1042,946,1681,741,1294,552,2091,857,2261,938,6602,1854,6367,1385,6153,1117,2502,937,1391,520,2535,722,2447,778,3448,1211,1443,712,2213,808,33677,3459,15433,1965,18244,2518,2228,681,1443,633,1378,740,920,472,2618,875,913,605,1450,621,592,398,1058,529,336,276,1488,756,1205,545,506,368,392,523,366,282,224,176,567,459,47,79,229,194,284,248,73991,4927,24580,2880,0,193,24580,2880,121,156,201,241,716,462,172,199,777,484,631,483,1960,831,1117,541,1698,663,1710,662,3258,972,3144,865,2101,738,1167,563,1212,621,920,536,1410,615,930,532,847,405,488,315,49411,3988,29867,3033,19544,2307,3384,903,2883,1252,1915,734,1630,697,2364,921,551,412,1374,639,391,237,1398,532,343,198,1120,512,665,381,296,299,335,297,319,220,225,257,129,126,0,193,184,277,38,62,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,134469,9155,71406,5363,30532,3148,0,198,30532,3148,0,198,0,198,203,339,43,73,360,258,776,593,1615,792,1364,780,2432,887,1342,668,3123,1170,3304,1184,1771,846,4130,1447,2290,792,1322,832,1959,869,1771,818,1846,759,881,526,40874,3847,20961,2602,19913,2771,2431,895,1888,798,1357,740,1277,710,2166,1008,862,419,2137,966,783,534,945,560,631,432,1349,685,1294,672,377,347,961,633,454,290,273,365,402,351,0,198,205,252,121,194,63063,4968,20197,2695,0,198,20197,2695,0,198,0,198,67,114,357,304,494,431,779,465,1334,704,1511,715,2569,978,999,633,2234,834,1881,702,1249,532,1379,606,2037,960,589,415,1065,586,865,524,564,380,224,181,42866,3932,23729,2941,19137,2139,2332,836,2025,815,1783,671,1578,921,1566,679,1683,767,2137,793,723,500,1160,621,1040,753,1551,709,662,482,56,96,287,286,223,345,62,85,66,110,0,198,0,198,203,316,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,411937,17716,209418,10323,114155,7098,0,217,114155,7098,237,241,539,639,1136,594,1902,1109,4991,1666,2842,1126,8412,2277,7543,2305,10817,2223,6732,1646,10793,2142,10225,1802,8480,2186,8107,1956,5302,1483,4958,1563,5735,1563,3322,1171,5588,1429,6494,1412,95263,6583,45867,4564,49396,5032,6675,1898,3778,1191,5854,1686,4234,1792,6630,1510,3993,1433,3803,1227,2470,999,1931,685,1542,865,2165,839,1190,605,1380,734,1527,712,307,258,357,307,371,198,347,264,449,338,393,326,202519,10107,80173,6084,0,217,80173,6084,40,66,0,217,767,676,848,545,4830,1642,2447,974,4894,1318,4467,1331,8852,2107,4669,1606,9679,2121,7470,1600,8970,2524,5660,1410,3149,1126,3874,1380,2518,981,2540,732,1372,450,3127,909,122346,7211,70789,5451,51557,4154,6557,1469,5904,1536,7194,1638,5731,1437,7004,1671,2871,891,5117,1361,2029,810,2685,1145,171,151,1771,689,1306,935,1073,859,641,571,327,374,402,342,282,252,155,254,93,109,244,177,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
